RecordNumber	Zipcode	ZipCodeType	City	State	LocationType	Lat	Long	Xaxis	Yaxis	Zaxis	WorldRegion	Country	LocationText	Location	Decommisioned	TaxReturnsFiled	EstimatedPopulation	TotalWages	Notes
58555	72134	STANDARD	ABERDEEN	AR	NOT ACCEPTABLE	34.63	-91.38	-0.01	-0.82	0.56	NA	US	"Aberdeen, AR"	NA-US-AR-ABERDEEN	FALSE				
58556	72134	STANDARD	LOOKOUT STORE	AR	NOT ACCEPTABLE	34.63	-91.38	-0.01	-0.82	0.56	NA	US	"Lookout Store, AR"	NA-US-AR-LOOKOUT STORE	FALSE				
58557	72134	STANDARD	PRESTON FERRY	AR	NOT ACCEPTABLE	34.63	-91.38	-0.01	-0.82	0.56	NA	US	"Preston Ferry, AR"	NA-US-AR-PRESTON FERRY	FALSE				
58558	72756	STANDARD	ROGERS	AR	PRIMARY	36.33	-94.13	-0.05	-0.8	0.59	NA	US	"Rogers, AR"	NA-US-AR-ROGERS	FALSE	15765	28684	553000893	
58559	72756	STANDARD	LITTLE FLOCK	AR	ACCEPTABLE	36.33	-94.13	-0.05	-0.8	0.59	NA	US	"Little Flock, AR"	NA-US-AR-LITTLE FLOCK	FALSE	15765	28684	553000893	
58560	72757	PO BOX	ROGERS	AR	PRIMARY	36.33	-94.13	-0.05	-0.8	0.59	NA	US	"Rogers, AR"	NA-US-AR-ROGERS	FALSE	859	1468	25414579	
58561	72758	STANDARD	ROGERS	AR	PRIMARY	36.33	-94.13	-0.05	-0.8	0.59	NA	US	"Rogers, AR"	NA-US-AR-ROGERS	FALSE	12981	24907	790333606	
58562	72135	STANDARD	ROLAND	AR	PRIMARY	34.89	-92.52	-0.03	-0.81	0.57	NA	US	"Roland, AR"	NA-US-AR-ROLAND	FALSE	1223	2284	63455705	
58563	72135	STANDARD	NATURAL STEPS	AR	NOT ACCEPTABLE	34.89	-92.52	-0.03	-0.81	0.57	NA	US	"Natural Steps, AR"	NA-US-AR-NATURAL STEPS	FALSE	1223	2284	63455705	
58564	72135	STANDARD	NORTHPOINT	AR	NOT ACCEPTABLE	34.89	-92.52	-0.03	-0.81	0.57	NA	US	"Northpoint, AR"	NA-US-AR-NORTHPOINT	FALSE	1223	2284	63455705	
58565	72135	STANDARD	PINNACLE	AR	NOT ACCEPTABLE	34.89	-92.52	-0.03	-0.81	0.57	NA	US	"Pinnacle, AR"	NA-US-AR-PINNACLE	FALSE	1223	2284	63455705	
58566	72136	STANDARD	ROMANCE	AR	PRIMARY	35.21	-92.06	-0.02	-0.81	0.57	NA	US	"Romance, AR"	NA-US-AR-ROMANCE	FALSE	679	1344	22784576	
58567	72136	STANDARD	GRAVEL HILL	AR	NOT ACCEPTABLE	35.21	-92.06	-0.02	-0.81	0.57	NA	US	"Gravel Hill, AR"	NA-US-AR-GRAVEL HILL	FALSE	679	1344	22784576	
58568	72137	STANDARD	ROSE BUD	AR	PRIMARY	35.33	-92.07	-0.02	-0.81	0.57	NA	US	"Rose Bud, AR"	NA-US-AR-ROSE BUD	FALSE	1040	1984	28851613	
58569	72137	STANDARD	SIDON	AR	NOT ACCEPTABLE	35.33	-92.07	-0.02	-0.81	0.57	NA	US	"Sidon, AR"	NA-US-AR-SIDON	FALSE	1040	1984	28851613	
58570	72571	STANDARD	ROSIE	AR	PRIMARY	35.65	-91.53	-0.02	-0.81	0.58	NA	US	"Rosie, AR"	NA-US-AR-ROSIE	FALSE				
58571	71858	STANDARD	ROSSTON	AR	PRIMARY	33.58	-93.27	-0.04	-0.83	0.55	NA	US	"Rosston, AR"	NA-US-AR-ROSSTON	FALSE	631	1223	16297039	
58572	72828	STANDARD	BRIGGSVILLE	AR	PRIMARY	34.9	-93.51	-0.05	-0.81	0.57	NA	US	"Briggsville, AR"	NA-US-AR-BRIGGSVILLE	FALSE				
58573	72828	STANDARD	ROVER	AR	NOT ACCEPTABLE	34.9	-93.51	-0.05	-0.81	0.57	NA	US	"Rover, AR"	NA-US-AR-ROVER	FALSE				
58574	72860	STANDARD	ROVER	AR	PRIMARY	34.93	-93.4	-0.04	-0.81	0.57	NA	US	"Rover, AR"	NA-US-AR-ROVER	FALSE				
58575	71968	STANDARD	ROYAL	AR	PRIMARY	34.52	-93.32	-0.04	-0.82	0.56	NA	US	"Royal, AR"	NA-US-AR-ROYAL	FALSE	1844	3473	52637720	
58576	71968	STANDARD	BEAR	AR	NOT ACCEPTABLE	34.52	-93.32	-0.04	-0.82	0.56	NA	US	"Bear, AR"	NA-US-AR-BEAR	FALSE	1844	3473	52637720	
58577	72952	STANDARD	RUDY	AR	PRIMARY	35.52	-94.27	-0.06	-0.81	0.58	NA	US	"Rudy, AR"	NA-US-AR-RUDY	FALSE	1048	2033	32325549	
58578	72139	PO BOX	RUSSELL	AR	PRIMARY	35.36	-91.51	-0.02	-0.81	0.57	NA	US	"Russell, AR"	NA-US-AR-RUSSELL	FALSE				
58579	72801	STANDARD	RUSSELLVILLE	AR	PRIMARY	35.27	-93.14	-0.04	-0.81	0.57	NA	US	"Russellville, AR"	NA-US-AR-RUSSELLVILLE	FALSE	6531	11097	165288600	
58580	72802	STANDARD	RUSSELLVILLE	AR	PRIMARY	35.27	-93.14	-0.04	-0.81	0.57	NA	US	"Russellville, AR"	NA-US-AR-RUSSELLVILLE	FALSE	8337	15738	312032342	
58581	72811	PO BOX	RUSSELLVILLE	AR	PRIMARY	35.27	-93.14	-0.04	-0.81	0.57	NA	US	"Russellville, AR"	NA-US-AR-RUSSELLVILLE	FALSE	825	1401	25105957	
58582	72812	PO BOX	RUSSELLVILLE	AR	PRIMARY	35.27	-93.14	-0.04	-0.81	0.57	NA	US	"Russellville, AR"	NA-US-AR-RUSSELLVILLE	FALSE	416	739	14819913	
58583	72572	STANDARD	SAFFELL	AR	PRIMARY	35.91	-91.3	-0.01	-0.8	0.58	NA	US	"Saffell, AR"	NA-US-AR-SAFFELL	FALSE				
58584	72573	STANDARD	SAGE	AR	PRIMARY	36.04	-91.82	-0.02	-0.8	0.58	NA	US	"Sage, AR"	NA-US-AR-SAGE	FALSE				
58585	72140	STANDARD	SAINT CHARLES	AR	PRIMARY	34.37	-91.13	-0.01	-0.82	0.56	NA	US	"Saint Charles, AR"	NA-US-AR-SAINT CHARLES	FALSE				
58586	72464	PO BOX	SAINT FRANCIS	AR	PRIMARY	36.45	-90.14	-2.01E-03	-0.8	0.59	NA	US	"Saint Francis, AR"	NA-US-AR-SAINT FRANCIS	FALSE				
58587	72675	STANDARD	SAINT JOE	AR	PRIMARY	35.98	-92.81	-0.03	-0.8	0.58	NA	US	"Saint Joe, AR"	NA-US-AR-SAINT JOE	FALSE	528	964	11180989	
58588	72675	STANDARD	ST JOE	AR	NOT ACCEPTABLE	35.98	-92.81	-0.03	-0.8	0.58	NA	US	"St Joe, AR"	NA-US-AR-ST JOE	FALSE	528	964	11180989	
58589	72760	STANDARD	SAINT PAUL	AR	PRIMARY	35.82	-93.76	-0.05	-0.8	0.58	NA	US	"Saint Paul, AR"	NA-US-AR-SAINT PAUL	FALSE				
58590	72575	PO BOX	SALADO	AR	PRIMARY	35.7	-91.59	-0.02	-0.81	0.58	NA	US	"Salado, AR"	NA-US-AR-SALADO	FALSE				
58591	72515	STANDARD	BEXAR	AR	PRIMARY	36.3	-91.97	-0.02	-0.8	0.59	NA	US	"Bexar, AR"	NA-US-AR-BEXAR	FALSE				
58592	72576	STANDARD	SALEM	AR	PRIMARY	36.37	-91.82	-0.02	-0.8	0.59	NA	US	"Salem, AR"	NA-US-AR-SALEM	FALSE	1408	2639	33506061	
58593	72576	STANDARD	MOKO	AR	ACCEPTABLE	36.37	-91.82	-0.02	-0.8	0.59	NA	US	"Moko, AR"	NA-US-AR-MOKO	FALSE	1408	2639	33506061	
58594	71859	STANDARD	SARATOGA	AR	PRIMARY	33.77	-93.88	-0.05	-0.82	0.55	NA	US	"Saratoga, AR"	NA-US-AR-SARATOGA	FALSE				
58595	71859	STANDARD	OKAY	AR	NOT ACCEPTABLE	33.77	-93.88	-0.05	-0.82	0.55	NA	US	"Okay, AR"	NA-US-AR-OKAY	FALSE				
58596	72141	STANDARD	SCOTLAND	AR	PRIMARY	35.52	-92.66	-0.03	-0.81	0.58	NA	US	"Scotland, AR"	NA-US-AR-SCOTLAND	FALSE				
58597	72142	STANDARD	SCOTT	AR	PRIMARY	34.68	-92.12	-0.03	-0.82	0.56	NA	US	"Scott, AR"	NA-US-AR-SCOTT	FALSE	1106	2024	41200254	
58598	72142	STANDARD	HAMITER	AR	NOT ACCEPTABLE	34.68	-92.12	-0.03	-0.82	0.56	NA	US	"Hamiter, AR"	NA-US-AR-HAMITER	FALSE	1106	2024	41200254	
58599	72142	STANDARD	KERR	AR	NOT ACCEPTABLE	34.68	-92.12	-0.03	-0.82	0.56	NA	US	"Kerr, AR"	NA-US-AR-KERR	FALSE	1106	2024	41200254	
58600	72142	STANDARD	TOLTEC	AR	NOT ACCEPTABLE	34.68	-92.12	-0.03	-0.82	0.56	NA	US	"Toltec, AR"	NA-US-AR-TOLTEC	FALSE	1106	2024	41200254	
58601	72863	STANDARD	SCRANTON	AR	PRIMARY	35.36	-93.53	-0.05	-0.81	0.57	NA	US	"Scranton, AR"	NA-US-AR-SCRANTON	FALSE	715	1321	21117530	
58602	72143	STANDARD	SEARCY	AR	PRIMARY	35.24	-91.73	-0.02	-0.81	0.57	NA	US	"Searcy, AR"	NA-US-AR-SEARCY	FALSE	12358	23096	411405862	
58603	72143	STANDARD	GEORGETOWN	AR	ACCEPTABLE	35.24	-91.73	-0.02	-0.81	0.57	NA	US	"Georgetown, AR"	NA-US-AR-GEORGETOWN	FALSE	12358	23096	411405862	
58604	72145	PO BOX	SEARCY	AR	PRIMARY	35.24	-91.73	-0.02	-0.81	0.57	NA	US	"Searcy, AR"	NA-US-AR-SEARCY	FALSE	653	1142	22172335	
58605	72149	UNIQUE	SEARCY	AR	PRIMARY	35.24	-91.73	-0.02	-0.81	0.57	NA	US	"Searcy, AR"	NA-US-AR-SEARCY	FALSE	317	428	2899859	
58606	72149	UNIQUE	HARDING UNIVERSITY	AR	NOT ACCEPTABLE	35.24	-91.73	-0.02	-0.81	0.57	NA	US	"Harding University, AR"	NA-US-AR-HARDING UNIVERSITY	FALSE	317	428	2899859	
58607	72465	PO BOX	SEDGWICK	AR	PRIMARY	35.97	-90.86	-0.01	-0.8	0.58	NA	US	"Sedgwick, AR"	NA-US-AR-SEDGWICK	FALSE				
58608	72150	STANDARD	SHERIDAN	AR	PRIMARY	34.3	-92.4	-0.03	-0.82	0.56	NA	US	"Sheridan, AR"	NA-US-AR-SHERIDAN	FALSE	4988	9403	183744693	
58609	72150	STANDARD	CANE CREEK	AR	NOT ACCEPTABLE	34.3	-92.4	-0.03	-0.82	0.56	NA	US	"Cane Creek, AR"	NA-US-AR-CANE CREEK	FALSE	4988	9403	183744693	
58610	72150	STANDARD	CENTER GROVE	AR	NOT ACCEPTABLE	34.3	-92.4	-0.03	-0.82	0.56	NA	US	"Center Grove, AR"	NA-US-AR-CENTER GROVE	FALSE	4988	9403	183744693	
58611	72150	STANDARD	PRAGUE	AR	NOT ACCEPTABLE	34.3	-92.4	-0.03	-0.82	0.56	NA	US	"Prague, AR"	NA-US-AR-PRAGUE	FALSE	4988	9403	183744693	
58612	72150	STANDARD	SOUTH SHERIDAN	AR	NOT ACCEPTABLE	34.3	-92.4	-0.03	-0.82	0.56	NA	US	"South Sheridan, AR"	NA-US-AR-SOUTH SHERIDAN	FALSE	4988	9403	183744693	
58613	72152	STANDARD	SHERRILL	AR	PRIMARY	34.38	-91.95	-0.02	-0.82	0.56	NA	US	"Sherrill, AR"	NA-US-AR-SHERRILL	FALSE				
58614	72152	STANDARD	HAYWOOD	AR	NOT ACCEPTABLE	34.38	-91.95	-0.02	-0.82	0.56	NA	US	"Haywood, AR"	NA-US-AR-HAYWOOD	FALSE				
58615	72152	STANDARD	PASTORIA	AR	NOT ACCEPTABLE	34.38	-91.95	-0.02	-0.82	0.56	NA	US	"Pastoria, AR"	NA-US-AR-PASTORIA	FALSE				
58616	72088	STANDARD	FAIRFIELD BAY	AR	PRIMARY	35.6	-92.26	-0.03	-0.81	0.58	NA	US	"Fairfield Bay, AR"	NA-US-AR-FAIRFIELD BAY	FALSE	1095	1802	14868810	
58617	72088	STANDARD	SHIRLEY	AR	ACCEPTABLE	35.6	-92.26	-0.03	-0.81	0.58	NA	US	"Shirley, AR"	NA-US-AR-SHIRLEY	FALSE	1095	1802	14868810	
58618	72153	STANDARD	SHIRLEY	AR	PRIMARY	35.64	-92.31	-0.03	-0.81	0.58	NA	US	"Shirley, AR"	NA-US-AR-SHIRLEY	FALSE	960	1767	21156444	
58619	72153	STANDARD	EGLANTINE	AR	NOT ACCEPTABLE	35.64	-92.31	-0.03	-0.81	0.58	NA	US	"Eglantine, AR"	NA-US-AR-EGLANTINE	FALSE	960	1767	21156444	
58620	72153	STANDARD	LEXINGTON	AR	NOT ACCEPTABLE	35.64	-92.31	-0.03	-0.81	0.58	NA	US	"Lexington, AR"	NA-US-AR-LEXINGTON	FALSE	960	1767	21156444	
58621	72153	STANDARD	RUSHING	AR	NOT ACCEPTABLE	35.64	-92.31	-0.03	-0.81	0.58	NA	US	"Rushing, AR"	NA-US-AR-RUSHING	FALSE	960	1767	21156444	
58622	72577	STANDARD	SIDNEY	AR	PRIMARY	36	-91.65	-0.02	-0.8	0.58	NA	US	"Sidney, AR"	NA-US-AR-SIDNEY	FALSE	258	510	6433552	
58623	72761	STANDARD	SILOAM SPRINGS	AR	PRIMARY	36.18	-94.54	-0.06	-0.8	0.59	NA	US	"Siloam Springs, AR"	NA-US-AR-SILOAM SPRINGS	FALSE	8095	15283	259389835	
58624	72761	STANDARD	SILOAM SPGS	AR	ACCEPTABLE	36.18	-94.54	-0.06	-0.8	0.59	NA	US	"Siloam Spgs, AR"	NA-US-AR-SILOAM SPGS	FALSE	8095	15283	259389835	
58625	71969	STANDARD	SIMS	AR	PRIMARY	34.66	-93.66	-0.05	-0.82	0.56	NA	US	"Sims, AR"	NA-US-AR-SIMS	FALSE				
58626	71969	STANDARD	GIBBS	AR	NOT ACCEPTABLE	34.66	-93.66	-0.05	-0.82	0.56	NA	US	"Gibbs, AR"	NA-US-AR-GIBBS	FALSE				
58627	71762	STANDARD	SMACKOVER	AR	PRIMARY	33.36	-92.73	-0.03	-0.83	0.54	NA	US	"Smackover, AR"	NA-US-AR-SMACKOVER	FALSE	1174	2167	35277084	
58628	72466	STANDARD	SMITHVILLE	AR	PRIMARY	36.08	-91.3	-0.01	-0.8	0.58	NA	US	"Smithville, AR"	NA-US-AR-SMITHVILLE	FALSE	459	915	11592459	
58629	72379	PO BOX	SNOW LAKE	AR	PRIMARY	34.05	-91.05	-0.01	-0.82	0.55	NA	US	"Snow Lake, AR"	NA-US-AR-SNOW LAKE	FALSE				
58630	72156	STANDARD	SOLGOHACHIA	AR	PRIMARY	35.27	-92.67	-0.03	-0.81	0.57	NA	US	"Solgohachia, AR"	NA-US-AR-SOLGOHACHIA	FALSE	275	508	8462692	
58631	72156	STANDARD	ARTHUR	AR	NOT ACCEPTABLE	35.27	-92.67	-0.03	-0.81	0.57	NA	US	"Arthur, AR"	NA-US-AR-ARTHUR	FALSE	275	508	8462692	
58632	72156	STANDARD	CYPRESS VALLEY	AR	NOT ACCEPTABLE	35.27	-92.67	-0.03	-0.81	0.57	NA	US	"Cypress Valley, AR"	NA-US-AR-CYPRESS VALLEY	FALSE	275	508	8462692	
58633	71763	STANDARD	SPARKMAN	AR	PRIMARY	33.91	-92.84	-0.04	-0.82	0.55	NA	US	"Sparkman, AR"	NA-US-AR-SPARKMAN	FALSE	665	1244	18400542	
58634	71763	STANDARD	MANNING	AR	ACCEPTABLE	33.91	-92.84	-0.04	-0.82	0.55	NA	US	"Manning, AR"	NA-US-AR-MANNING	FALSE	665	1244	18400542	
58635	72762	STANDARD	SPRINGDALE	AR	PRIMARY	36.18	-94.14	-0.05	-0.8	0.59	NA	US	"Springdale, AR"	NA-US-AR-SPRINGDALE	FALSE	13682	25923	583265944	
58636	72764	STANDARD	SPRINGDALE	AR	PRIMARY	36.18	-94.14	-0.05	-0.8	0.59	NA	US	"Springdale, AR"	NA-US-AR-SPRINGDALE	FALSE	17905	33654	569867894	
58637	72764	STANDARD	BETHEL HEIGHTS	AR	ACCEPTABLE	36.18	-94.14	-0.05	-0.8	0.59	NA	US	"Bethel Heights, AR"	NA-US-AR-BETHEL HEIGHTS	FALSE	17905	33654	569867894	
58638	72764	STANDARD	BETHEL HTS	AR	ACCEPTABLE	36.18	-94.14	-0.05	-0.8	0.59	NA	US	"Bethel Hts, AR"	NA-US-AR-BETHEL HTS	FALSE	17905	33654	569867894	
58639	72764	STANDARD	FAYETTEVILLE	AR	ACCEPTABLE	36.18	-94.14	-0.05	-0.8	0.59	NA	US	"Fayetteville, AR"	NA-US-AR-FAYETTEVILLE	FALSE	17905	33654	569867894	
58640	72765	PO BOX	SPRINGDALE	AR	PRIMARY	36.18	-94.14	-0.05	-0.8	0.59	NA	US	"Springdale, AR"	NA-US-AR-SPRINGDALE	FALSE	833	1521	24846560	
58641	72766	PO BOX	SPRINGDALE	AR	PRIMARY	36.18	-94.14	-0.05	-0.8	0.59	NA	US	"Springdale, AR"	NA-US-AR-SPRINGDALE	FALSE	674	1201	23452182	
58642	72157	STANDARD	SPRINGFIELD	AR	PRIMARY	35.27	-92.53	-0.03	-0.81	0.57	NA	US	"Springfield, AR"	NA-US-AR-SPRINGFIELD	FALSE	619	1171	17536036	
58643	72157	STANDARD	BIRD TOWN	AR	NOT ACCEPTABLE	35.27	-92.53	-0.03	-0.81	0.57	NA	US	"Bird Town, AR"	NA-US-AR-BIRD TOWN	FALSE	619	1171	17536036	
58644	72157	STANDARD	MALLET TOWN	AR	NOT ACCEPTABLE	35.27	-92.53	-0.03	-0.81	0.57	NA	US	"Mallet Town, AR"	NA-US-AR-MALLET TOWN	FALSE	619	1171	17536036	
58645	71860	STANDARD	STAMPS	AR	PRIMARY	33.35	-93.49	-0.05	-0.83	0.54	NA	US	"Stamps, AR"	NA-US-AR-STAMPS	FALSE	1013	1880	26483225	
58646	71667	STANDARD	STAR CITY	AR	PRIMARY	33.94	-91.84	-0.02	-0.82	0.55	NA	US	"Star City, AR"	NA-US-AR-STAR CITY	FALSE	3093	5926	93635126	
58647	71667	STANDARD	CORNERVILLE	AR	NOT ACCEPTABLE	33.94	-91.84	-0.02	-0.82	0.55	NA	US	"Cornerville, AR"	NA-US-AR-CORNERVILLE	FALSE	3093	5926	93635126	
58648	71667	STANDARD	CRIGLER	AR	NOT ACCEPTABLE	33.94	-91.84	-0.02	-0.82	0.55	NA	US	"Crigler, AR"	NA-US-AR-CRIGLER	FALSE	3093	5926	93635126	
58649	71667	STANDARD	GLENDALE	AR	NOT ACCEPTABLE	33.94	-91.84	-0.02	-0.82	0.55	NA	US	"Glendale, AR"	NA-US-AR-GLENDALE	FALSE	3093	5926	93635126	
58650	71667	STANDARD	GRIFFITH SPRING	AR	NOT ACCEPTABLE	33.94	-91.84	-0.02	-0.82	0.55	NA	US	"Griffith Spring, AR"	NA-US-AR-GRIFFITH SPRING	FALSE	3093	5926	93635126	
58651	71667	STANDARD	NEBO	AR	NOT ACCEPTABLE	33.94	-91.84	-0.02	-0.82	0.55	NA	US	"Nebo, AR"	NA-US-AR-NEBO	FALSE	3093	5926	93635126	
58652	71667	STANDARD	PALMYRA	AR	NOT ACCEPTABLE	33.94	-91.84	-0.02	-0.82	0.55	NA	US	"Palmyra, AR"	NA-US-AR-PALMYRA	FALSE	3093	5926	93635126	
58653	71667	STANDARD	RELFS BLUFF	AR	NOT ACCEPTABLE	33.94	-91.84	-0.02	-0.82	0.55	NA	US	"Relfs Bluff, AR"	NA-US-AR-RELFS BLUFF	FALSE	3093	5926	93635126	
58654	71667	STANDARD	TARRY	AR	NOT ACCEPTABLE	33.94	-91.84	-0.02	-0.82	0.55	NA	US	"Tarry, AR"	NA-US-AR-TARRY	FALSE	3093	5926	93635126	
58655	72467	PO BOX	STATE UNIVERSITY	AR	PRIMARY	35.9	-90.45	-6.37E-03	-0.8	0.58	NA	US	"State University, AR"	NA-US-AR-STATE UNIVERSITY	FALSE	468	739	12313794	
58656	72467	PO BOX	STATE UNIV	AR	ACCEPTABLE	35.9	-90.45	-6.37E-03	-0.8	0.58	NA	US	"State Univ, AR"	NA-US-AR-STATE UNIV	FALSE	468	739	12313794	
58657	72467	PO BOX	ST UNIVERSITY	AR	NOT ACCEPTABLE	35.9	-90.45	-6.37E-03	-0.8	0.58	NA	US	"St University, AR"	NA-US-AR-ST UNIVERSITY	FALSE	468	739	12313794	
58658	71764	STANDARD	STEPHENS	AR	PRIMARY	33.42	-93.06	-0.04	-0.83	0.55	NA	US	"Stephens, AR"	NA-US-AR-STEPHENS	FALSE	758	1389	19848326	
58659	71970	STANDARD	STORY	AR	PRIMARY	34.67	-93.56	-0.05	-0.82	0.56	NA	US	"Story, AR"	NA-US-AR-STORY	FALSE				
58660	72469	STANDARD	STRAWBERRY	AR	PRIMARY	35.96	-91.32	-0.01	-0.8	0.58	NA	US	"Strawberry, AR"	NA-US-AR-STRAWBERRY	FALSE	376	710	7515223	
58661	72469	STANDARD	CALAMINE	AR	ACCEPTABLE	35.96	-91.32	-0.01	-0.8	0.58	NA	US	"Calamine, AR"	NA-US-AR-CALAMINE	FALSE	376	710	7515223	
58662	71765	STANDARD	STRONG	AR	PRIMARY	33.1	-92.35	-0.03	-0.83	0.54	NA	US	"Strong, AR"	NA-US-AR-STRONG	FALSE	984	1796	24312627	
58663	72578	STANDARD	STURKIE	AR	PRIMARY	36.46	-91.99	-0.02	-0.8	0.59	NA	US	"Sturkie, AR"	NA-US-AR-STURKIE	FALSE				
58664	72160	STANDARD	STUTTGART	AR	PRIMARY	34.49	-91.55	-0.02	-0.82	0.56	NA	US	"Stuttgart, AR"	NA-US-AR-STUTTGART	FALSE	4782	8509	150729646	
58665	72160	STANDARD	BAYOU METO	AR	NOT ACCEPTABLE	34.49	-91.55	-0.02	-0.82	0.56	NA	US	"Bayou Meto, AR"	NA-US-AR-BAYOU METO	FALSE	4782	8509	150729646	
58666	72160	STANDARD	BRUMMITT	AR	NOT ACCEPTABLE	34.49	-91.55	-0.02	-0.82	0.56	NA	US	"Brummitt, AR"	NA-US-AR-BRUMMITT	FALSE	4782	8509	150729646	
58667	72160	STANDARD	FARELLY LAKE	AR	NOT ACCEPTABLE	34.49	-91.55	-0.02	-0.82	0.56	NA	US	"Farelly Lake, AR"	NA-US-AR-FARELLY LAKE	FALSE	4782	8509	150729646	
58668	72160	STANDARD	LODGE CORNER	AR	NOT ACCEPTABLE	34.49	-91.55	-0.02	-0.82	0.56	NA	US	"Lodge Corner, AR"	NA-US-AR-LODGE CORNER	FALSE	4782	8509	150729646	
58669	72160	STANDARD	ONE HORSE STORE	AR	NOT ACCEPTABLE	34.49	-91.55	-0.02	-0.82	0.56	NA	US	"One Horse Store, AR"	NA-US-AR-ONE HORSE STORE	FALSE	4782	8509	150729646	
58670	72160	STANDARD	SLOVAC	AR	NOT ACCEPTABLE	34.49	-91.55	-0.02	-0.82	0.56	NA	US	"Slovac, AR"	NA-US-AR-SLOVAC	FALSE	4782	8509	150729646	
58671	72865	STANDARD	SUBIACO	AR	PRIMARY	35.29	-93.63	-0.05	-0.81	0.57	NA	US	"Subiaco, AR"	NA-US-AR-SUBIACO	FALSE	497	944	14228116	
58672	72470	STANDARD	SUCCESS	AR	PRIMARY	36.45	-90.72	-0.01	-0.8	0.59	NA	US	"Success, AR"	NA-US-AR-SUCCESS	FALSE				
58673	72579	STANDARD	SULPHUR ROCK	AR	PRIMARY	35.75	-91.49	-0.02	-0.81	0.58	NA	US	"Sulphur Rock, AR"	NA-US-AR-SULPHUR ROCK	FALSE	526	1025	15510349	
58674	72768	STANDARD	SULPHUR SPRINGS	AR	PRIMARY	36.48	-94.45	-0.06	-0.8	0.59	NA	US	"Sulphur Springs, AR"	NA-US-AR-SULPHUR SPRINGS	FALSE	413	752	10064960	
58675	72768	STANDARD	SULPHUR SPGS	AR	ACCEPTABLE	36.48	-94.45	-0.06	-0.8	0.59	NA	US	"Sulphur Spgs, AR"	NA-US-AR-SULPHUR SPGS	FALSE	413	752	10064960	
58676	72769	STANDARD	SUMMERS	AR	PRIMARY	35.98	-94.48	-0.06	-0.8	0.58	NA	US	"Summers, AR"	NA-US-AR-SUMMERS	FALSE	370	707	10302981	
58677	72677	PO BOX	SUMMIT	AR	PRIMARY	36.25	-92.68	-0.03	-0.8	0.59	NA	US	"Summit, AR"	NA-US-AR-SUMMIT	FALSE	311	555	6389329	
58678	72164	PO BOX	SWEET HOME	AR	PRIMARY	34.65	-92.24	-0.03	-0.82	0.56	NA	US	"Sweet Home, AR"	NA-US-AR-SWEET HOME	FALSE				
58679	72471	STANDARD	SWIFTON	AR	PRIMARY	35.82	-91.12	-0.01	-0.81	0.58	NA	US	"Swifton, AR"	NA-US-AR-SWIFTON	FALSE	394	736	9639917	
58680	71861	STANDARD	TAYLOR	AR	PRIMARY	33.1	-93.46	-0.05	-0.83	0.54	NA	US	"Taylor, AR"	NA-US-AR-TAYLOR	FALSE	836	1577	27611625	
58681	72165	STANDARD	THIDA	AR	PRIMARY	35.55	-91.46	-0.02	-0.81	0.58	NA	US	"Thida, AR"	NA-US-AR-THIDA	FALSE				
58682	71766	STANDARD	THORNTON	AR	PRIMARY	33.77	-92.48	-0.03	-0.83	0.55	NA	US	"Thornton, AR"	NA-US-AR-THORNTON	FALSE	288	536	7980650	
58683	72166	STANDARD	TICHNOR	AR	PRIMARY	34.05	-91.23	-0.01	-0.82	0.56	NA	US	"Tichnor, AR"	NA-US-AR-TICHNOR	FALSE				
58684	72166	STANDARD	NADY	AR	NOT ACCEPTABLE	34.05	-91.23	-0.01	-0.82	0.56	NA	US	"Nady, AR"	NA-US-AR-NADY	FALSE				
58685	71670	STANDARD	TILLAR	AR	PRIMARY	33.71	-91.45	-0.02	-0.83	0.55	NA	US	"Tillar, AR"	NA-US-AR-TILLAR	FALSE	562	1068	14903911	
58686	71670	STANDARD	SELMA	AR	NOT ACCEPTABLE	33.71	-91.45	-0.02	-0.83	0.55	NA	US	"Selma, AR"	NA-US-AR-SELMA	FALSE	562	1068	14903911	
58687	72679	STANDARD	TILLY	AR	PRIMARY	35.69	-92.86	-0.04	-0.81	0.58	NA	US	"Tilly, AR"	NA-US-AR-TILLY	FALSE				
58688	72657	STANDARD	TIMBO	AR	PRIMARY	35.86	-92.3	-0.03	-0.8	0.58	NA	US	"Timbo, AR"	NA-US-AR-TIMBO	FALSE				
58689	72680	STANDARD	TIMBO	AR	PRIMARY	35.86	-92.3	-0.03	-0.8	0.58	NA	US	"Timbo, AR"	NA-US-AR-TIMBO	FALSE	297	560	5630652	
58690	72680	STANDARD	ALCO	AR	ACCEPTABLE	35.86	-92.3	-0.03	-0.8	0.58	NA	US	"Alco, AR"	NA-US-AR-ALCO	FALSE	297	560	5630652	
58691	72770	PO BOX	TONTITOWN	AR	PRIMARY	36.17	-94.23	-0.05	-0.8	0.59	NA	US	"Tontitown, AR"	NA-US-AR-TONTITOWN	FALSE	285	498	10606472	
58692	72167	STANDARD	TRASKWOOD	AR	PRIMARY	34.45	-92.66	-0.03	-0.82	0.56	NA	US	"Traskwood, AR"	NA-US-AR-TRASKWOOD	FALSE	683	1270	20126232	
58693	72167	STANDARD	FENTER	AR	NOT ACCEPTABLE	34.45	-92.66	-0.03	-0.82	0.56	NA	US	"Fenter, AR"	NA-US-AR-FENTER	FALSE	683	1270	20126232	
